xmean,ymean,zmean,mmean,xstd,ystd,zstd,mstd,xmin,ymin,zmin,mmin,xmax,ymax,zmax,mmax,xvar,yvar,zvar,mvar,xsem,ysem,zsem,msem,xmedian,ymedian,zmedian,mmedian,Activity
1.6477231219298247,1.8166665171929826,9.338763894736843,9.669821071825316,0.4452207235470874,0.30469550975929666,0.3679593214542821,0.37925840844413733,0.91461295,0.43815228,8.494887,9.045718604409684,3.6943660000000005,2.3799092999999996,10.618608,11.05685000602129,0.19822149267579206,0.09283935366747766,0.13539406224509573,0.1438369403755801,0.058970925437402795,0.04035790617286163,0.04873740273498944,0.05023400336732503,1.5467016000000002,1.8220432,9.313728999999999,9.631533018602452,Sitting
5.3109605251606204,-0.3555311961347149,-2.4832723726424866,10.057738008185604,4.092622094026965,3.066530798741412,6.59534758401928,1.6266061248819441,-5.9042816,-6.984099400000001,-14.059181,5.972254915898701,14.090307000000001,7.3647895000000005,13.671308999999999,18.597256868123228,16.74955560451766,9.403611139629643,43.498609754028955,2.6458474855034546,0.2945933845142715,0.22073371690900434,0.4747435072639427,0.11708567089543215,5.7989334999999995,-0.34956414,-5.212336,9.965175856753016,Sitting
6.482906061999997,0.7653658577049999,-7.493014708999998,9.992710717275365,0.5467308522865307,0.8181326648463418,0.6069823644370731,0.48583731948678616,3.0527002999999997,-3.0000262,-9.996098,7.964428152437251,7.242681500000001,2.3775147999999997,-6.9074826,12.05392267358118,0.2989146248419563,0.6693410572885766,0.3684275907376199,0.23603790100610553,0.03865970931357065,0.057850715522306924,0.042920134595409866,0.034353886316260164,6.605804299999999,0.787716435,-7.3025384,9.909512353163542,Sitting
6.750274743000002,0.6942439205,-7.229608572,9.916872812157592,0.11695917424451895,0.04178826034095074,0.12297764820588863,0.03822601412960431,6.366377,0.5147691,-7.6281595,9.802965256688394,7.151699000000001,0.8236305,-6.8548089999999995,10.084454552384114,0.013679448439959743,0.0017462587023230763,0.015123501958251304,0.0014612281562367084,0.008270262523027833,0.0029548762261075137,0.008695832898075751,0.0027029873808775986,6.7566433,0.69673395,-7.2211327999999995,9.913373921355898,Sitting
6.756835043499999,0.7045991588000006,-7.213052155500002,9.908586647488132,0.017239237715940214,0.017244290169485622,0.01641597658767566,0.013130492206654423,6.7135468,0.65124273,-7.249864,9.875465576101552,6.804529,0.74701375,-7.149304400000001,9.950268941809618,0.0002971913170266956,0.0002973655434494185,0.0002694842873271154,0.00017240982558901254,0.0012189981891428214,0.0012193554515591801,0.001160784836494506,0.0009284660079642457,6.754249000000001,0.70631105,-7.21395,9.908287533106563,Sitting
6.757996308500002,0.7108841333500004,-7.197525282999996,9.898518288132365,0.015841114533726254,0.011915151420745536,0.01322782275912916,0.01191693548669448,6.720729400000001,0.67757976,-7.2354984,9.868198737405313,6.804529,0.74222517,-7.1660647,9.936168119854402,0.0002509409096706332,0.00014197083337929436,0.0001749752949469354,0.00014201335139403819,0.0011201359508350608,0.0008425284368473694,0.0009353483173313976,0.0008426545893604276,6.759038,0.7110996,-7.197190299999999,9.897756575092941,Sitting
6.757266025000002,0.7055448979500002,-7.192066318500005,9.89368699841591,0.017802968178345188,0.02055539327470028,0.016304358646958547,0.014648929859120112,6.691998,0.61293435,-7.24747,9.841294805323558,6.8165,0.76616794,-7.127756,9.956518610251116,0.0003169456759591714,0.0004225241926775936,0.0002658321108886519,0.0002145911460174208,0.0012588599524156199,0.0014534857974496922,0.001152892256216191,0.0010358357640509928,6.7566433,0.70631105,-7.192401400000001,9.893289279191707,Sitting
6.761372214999997,0.6987810702999998,-7.1812322434999984,9.888169543582928,0.022067536695326323,0.024660382431316314,0.023696387622681645,0.017281956874996143,6.687209599999999,0.6105401,-7.2546525,9.83284197532267,6.821289,0.80208206,-7.0870533,9.950334760562205,0.00048697617579957376,0.0006081344616587743,0.0005615187863643799,0.0002986660334292264,0.0015604104841348218,0.0017437523643837366,0.0016755876377623163,0.0012220188898483249,6.761432000000001,0.69912827,-7.18043,9.88716556748984,Sitting
6.753219708999998,0.7014267445000003,-7.181112490999991,9.88264539358285,0.01208395387719393,0.011173160016684232,0.012143095843525404,0.009445621109009145,6.718335000000001,0.6703969,-7.21395,9.860701023593297,6.7877693,0.72546524,-7.149304400000001,9.909010019574263,0.00014602194130615022,0.00012483950475843117,0.00014745477666504392,8.921975813495916e-05,0.00085446457301093,0.0007900617215079818,0.0008586465415554992,0.0006679062738699163,6.753052,0.7015225,-7.18043,9.883066987658392,Sitting
6.7521183375,0.7001098935000004,-7.178658377,9.880017591543046,0.012294960360345138,0.013017393111622174,0.011989973501291856,0.010343215713686382,6.720729400000001,0.66800267,-7.2091613,9.851324767888231,6.7853746,0.7350424,-7.149304400000001,9.917291531154836,0.00015116605026245823,0.0001694525234225084,0.0001437594645616809,0.0001069821112998489,0.0008693849845219845,0.0009204686942599091,0.0008478191569010483,0.0007313757970422896,6.751855,0.69912827,-7.178035700000001,9.880110928597944,Sitting
