xmean,ymean,zmean,mmean,xstd,ystd,zstd,mstd,xmin,ymin,zmin,mmin,xmax,ymax,zmax,mmax,xvar,yvar,zvar,mvar,xsem,ysem,zsem,msem,xmedian,ymedian,zmedian,mmedian,Activity
3.673938597653179,0.47647452626011627,2.9875567019676272,10.745794642359785,5.435161252156657,3.676316087010367,7.977849205340116,3.6525251173173596,-3.8332339999999996,-28.159065000000002,-15.536449,1.2775312580176341,23.392065,8.3129225,11.561952999999999,28.676127832602106,29.540977836945117,13.515299971611215,63.646077943145926,13.34093973263419,0.41322765798453304,0.27950513630913154,0.6065446432832798,0.2776963423780368,0.8140534,1.2162915,8.547561,9.853841937804972,Sitting
4.197938000278609,-1.5939676175323383,-8.58779916666667,10.410867834290604,2.5760914049962333,2.6950605283880917,1.8019295783305926,1.6129872213107554,-2.1548474,-10.106233999999999,-13.764686,3.0899524522729145,11.62181,5.569083,-0.7302538000000001,15.181682536477734,6.636246926895468,7.2633512516755,3.2469502052626673,2.601727776111792,0.18170347785651098,0.19009491281720978,0.12709831281614162,0.1137713464987484,4.022382,-1.2426286,-8.655303,10.138003557245707,Sitting
2.03964540876382,-2.190929891557789,-9.50414006934673,10.060482961457028,0.791872918459678,1.2499742392519295,0.5450134397012195,0.7433084447916793,-1.3743136999999999,-11.523644,-12.170099,6.253090895048107,5.1668449999999995,3.8930907,-6.2346916,15.651203782657252,0.6270627189898478,1.56243559879344,0.2970396494549548,0.552507444098625,0.056134382865116426,0.08860832449502858,0.03863497838811385,0.052691738603679775,2.169213,-2.1237217999999998,-9.507666,10.016085329594206,Sitting
2.2734596955499993,-1.4318721035000004,-9.548822887499998,10.007792897496401,1.0158294320145398,0.8415002036498533,0.38677655030473235,0.3518173244780511,-2.1380875,-3.8212626000000003,-10.735928999999999,8.949697270471754,5.3703585,0.87630457,-8.018426,10.973266803718062,1.0319094349469824,0.7081225927427447,0.14959609986562916,0.12377542980289429,0.071829987990636,0.0595030500370672,0.027349232152441606,0.024877241587733787,2.1440729999999997,-1.2581913999999998,-9.559142000000001,10.021180660823845,Sitting
1.8753636360499994,-1.29193871196,-9.722144417500001,10.029377710397956,0.7665496906805699,0.6096231757413437,0.40392310908634793,0.4855189203444729,-1.637684,-6.246663,-11.166898,8.074443992118397,3.7925312999999994,0.50758624,-7.980117999999999,12.305444473594884,0.5875984282824773,0.37164041640096124,0.1631538780539817,0.2357286220124626,0.05420324843966814,0.04310686815351825,0.02856167695129102,0.0343313720969948,2.0147821500000003,-1.30368265,-9.694419,9.98849917944468,Sitting
2.0240241489999993,-1.3389742397499995,-9.690599834999997,9.990571328435612,0.10797033433121893,0.10432101964286018,0.1582687776259625,0.18235475620946545,1.6424724999999998,-1.9896424,-10.733533999999999,9.258141423650564,2.5355369999999997,-0.9289786,-9.024022,11.188317357296961,0.011657593095595192,0.010882875139326021,0.02504900597121637,0.03325325711221358,0.00763465555725836,0.007376610040976146,0.011191292590942382,0.01289442846973327,2.0171765,-1.350371,-9.687236,9.987368098387192,Sitting
2.1130792045000004,-1.2446038961999994,-9.68761895,9.995568245219575,0.17380166231987645,0.12901011804159415,0.12011959659886035,0.11730605772735254,1.5203645000000001,-1.6759924,-10.482135000000001,9.409991661106371,2.5068057,-0.8978530999999998,-9.138947,10.746285152414924,0.030207017825152362,0.016643610557106055,0.014428717487072943,0.013760711179532967,0.01228963340078791,0.009122392930888817,0.008493738130844669,0.008294790889327159,2.05548485,-1.24382575,-9.692024,9.993601167727293,Sitting
2.158881675999999,-1.2315670705,-9.670009127500004,9.98487881258005,0.07265905992154437,0.0685698078758423,0.11723157157670541,0.11165696323896314,1.9202085,-1.3814965,-10.273833,9.387990883410186,2.5331428,-1.0343267,-9.052753,10.607730518403786,0.005279338988682575,0.004701818552129924,0.013743241374344203,0.012467277439747165,0.005137771398516371,0.0048486176133666825,0.008289523923104452,0.007895339587296789,2.1476645,-1.2617828000000002,-9.665688000000001,9.981999791640197,Sitting
2.1448392669999983,-1.2698036404999997,-9.662634745000002,9.978958896857126,0.013668467767422076,0.013554175900033764,0.01168258887120747,0.01146580056193091,2.1093562,-1.3072741,-9.703996,9.946106034771743,2.176396,-1.2282629999999999,-9.627379,10.028331572960592,0.00018682701110905623,0.0001837156843290561,0.00013648288273366063,0.00013146458252597518,0.0009665066246773899,0.0009584249692309151,0.0008260837812645295,0.0008107545329073873,2.1452703,-1.2713598999999998,-9.663293,9.978560175929122,Sitting
2.150621436499999,-1.2690494435,-9.659905297500005,9.977465033790896,0.014743641785683057,0.0137160544788687,0.011862024499272726,0.012853680411792431,2.116539,-1.3144568,-9.694419,9.947109448758189,2.1907616,-1.2402343999999998,-9.629773,10.020730585441175,0.0002173749731045395,0.00018813015046729412,0.00014070762522134635,0.00016521710012849642,0.0010425329086041829,0.0009698715133132174,0.0008387717962036705,0.0009088924582383122,2.1500587,-1.2689656,-9.660899,9.977272119411666,Sitting
